26/12/18,07:30:09,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
26/12/18,07:30:14,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
26/12/18,07:30:19,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
26/12/18,08:29:44,B1,OF06,1,??????????,0,0,0,0,0,1,0,0
26/12/18,08:33:51,B1,OF06,1,011016F69D,0,0,0,0,0,1,1,0
26/12/18,08:33:52,B1,OF06,1,??????????,0,0,0,0,0,1,0,0
26/12/18,08:40:54,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
26/12/18,08:42:17,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
26/12/18,08:55:54,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
26/12/18,09:10:43,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
26/12/18,09:10:48,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
26/12/18,09:11:28,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
26/12/18,09:15:42,B1,OF06,1,0110170FD2,0,0,0,0,0,1,1,0
26/12/18,09:15:42,B1,OF06,1,??????????,0,0,0,0,0,1,0,0
26/12/18,09:16:30,B1,OF06,1,011017A4E5,0,0,0,0,0,1,1,0
26/12/18,09:16:30,B1,OF06,1,011017A4E5,0,0,0,0,0,1,1,0
26/12/18,09:16:31,B1,OF06,1,??????????,0,0,0,0,0,1,0,0
26/12/18,09:23:15,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
26/12/18,09:23:20,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
26/12/18,09:23:26,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
26/12/18,09:24:22,B1,OF06,1,011016EEC8,0,0,0,0,0,1,1,0
26/12/18,09:24:23,B1,OF06,1,011016EEC8,0,0,0,0,0,1,1,0
26/12/18,09:24:23,B1,OF06,1,011016EEC8,0,0,0,0,0,1,1,0
26/12/18,09:24:24,B1,OF06,1,011016EEC8,0,0,0,0,0,1,1,0
26/12/18,09:24:25,B1,OF06,1,011016EEC8,0,0,0,0,0,1,1,0
