25/12/18,13:00:07,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,13:00:15,B1,OF06,1,011016CB5B,0,0,0,0,0,1,1,0
25/12/18,13:00:16,B1,OF06,1,011016CB5B,0,0,0,0,0,1,1,0
25/12/18,13:00:16,B1,OF06,1,??????????,0,0,0,0,0,1,0,0
25/12/18,14:01:51,B1,OF06,1,011016CB5B,0,0,0,0,0,1,1,0
25/12/18,14:01:52,B1,OF06,1,??????????,0,0,0,0,0,1,0,0
25/12/18,14:06:18,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:06:23,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:06:28,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:07:06,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:07:11,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:07:50,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:07:55,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:09:10,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:10:12,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:10:17,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:10:50,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:10:55,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:11:05,B1,OF06,1,011016F56B,0,0,0,0,0,1,1,0
25/12/18,14:11:05,B1,OF06,1,011016F56B,0,0,0,0,0,1,1,0
25/12/18,14:11:06,B1,OF06,1,??????????,0,0,0,0,0,1,0,0
25/12/18,14:11:59,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:12:04,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:12:18,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:12:23,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:12:47,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:12:52,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:13:17,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:13:22,B1,OF06,1,0700EE3964,0,0,0,0,0,1,1,0
25/12/18,14:13:26,B1,OF06,1,??????????,0,0,0,0,0,1,0,0
25/12/18,14:13:31,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:14:33,B1,OF06,1,??????????,0,0,0,0,0,1,0,0
25/12/18,14:14:39,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:14:44,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:14:49,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:15:58,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:16:03,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:16:37,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:16:42,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:16:55,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:17:00,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:17:05,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:17:17,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:17:22,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:18:09,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:18:26,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:18:31,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:19:29,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:20:06,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:20:11,B1,OF06,1,??????????,0,0,0,0,0,1,0,0
25/12/18,14:20:16,B1,OF06,1,??????????,0,0,0,0,0,1,0,0
25/12/18,14:20:24,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:20:29,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
25/12/18,14:21:16,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
