27/12/18,07:30:09,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
27/12/18,07:30:14,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
27/12/18,07:30:19,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
27/12/18,08:35:20,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
27/12/18,08:36:16,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
27/12/18,08:36:27,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
27/12/18,08:36:42,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
27/12/18,08:36:47,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
27/12/18,08:43:31,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
27/12/18,08:49:08,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
27/12/18,09:00:05,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
27/12/18,09:00:10,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
27/12/18,09:35:15,B1,OF06,1,011017A843,0,0,0,0,0,1,1,0
27/12/18,09:35:16,B1,OF06,1,011017A843,0,0,0,0,0,1,1,0
27/12/18,09:35:16,B1,OF06,1,011017A842,0,0,0,0,0,1,1,0
27/12/18,09:35:17,B1,OF06,1,??????????,0,0,0,0,0,1,0,0
27/12/18,09:35:59,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
27/12/18,09:36:18,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
27/12/18,09:36:23,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
27/12/18,09:36:28,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
27/12/18,09:36:34,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
27/12/18,10:11:18,B1,OF06,1,011016CB5B,0,0,0,0,0,1,1,0
27/12/18,10:11:20,B1,OF06,1,??????????,0,0,0,0,0,1,0,0
27/12/18,10:11:25,B1,OF06,1,XXXXXXXXXX,0,0,0,0,0,1,0,0
